timestamp,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,node_name,network_bandwidth_usage
2023-01-01 00:00:00,0.076153207,0.338144333,727.8139041,184.8172232,24.37593122,53.318243,0.284385427,1.2889493635686455,3.0866732589893635,4076.852465358658,2283.2242308086275,1.9621373977842715,6804.3768066778575,node_36,896.3383844725221
2023-01-01 00:00:00,0.198945418,0.421582142,728.8000898,100.182335,77.07685106,25.16146295,69.41811394,1.9300476000145124,1.1120050923430818,570.7554494125977,6652.807341687217,2.103420861389349,3842.49196659668,node_36,495.0113690717831
2023-01-01 00:01:00,0.181702785,0.132201383,385.4474889,145.6254091,52.75487305,22.72390769,78.11330063,1.4017121355686717,1.3184337187974744,3573.9647722346995,7264.680948199476,1.510572111393103,6696.028769486232,node_36,888.4184664019828
2023-01-01 00:02:00,0.170595289,0.492004743,126.4388187,82.39432114,33.00832869,8.44702067,56.4873001,0.3955878527318808,2.94425303438725,268.131045605962,7965.498336690897,3.86436469834862,487.5148194139383,node_36,325.8923526352567
2023-01-01 00:02:00,0.011497259,0.416786852,989.7784875,123.6168523,53.23862488,26.77658606,16.13852987,1.020392777543167,1.1113553443101774,2681.63155832792,4361.978890318456,1.910579736598081,6206.00130668297,node_36,384.2853048851478
2023-01-01 00:03:00,0.916367321,0.913892064,341.3977807,19.26832826,83.93635773,70.62085288,21.29014197,0.7851224147951431,3.0050332748514834,3753.0211488586174,1719.8036903200789,2.329639787860428,4060.587133497317,node_36,487.9247197115511
2023-01-01 00:04:00,0.234103455,0.002539025,734.0801367,154.8175194,48.45741997,55.78292427,84.05680496,0.1717123805140169,1.1181155859693792,159.76102944061387,3141.3989334670923,1.543955869503664,3864.910038614695,node_36,955.0360038409232
2023-01-01 00:04:00,0.849154484,0.911927296,493.753499,191.9567349,33.1749221,28.03605207,29.84146496,0.6523502625988548,2.5719055418439067,2335.498770013177,550.3266045410145,3.737218582049525,2586.2099903691487,node_36,874.9167271618853
2023-01-01 00:05:00,0.786155472,0.07278712,617.1993282,131.1868644,84.9680598,39.07745067,49.92000856,0.509513626611716,2.001565053666422,3804.3929689526753,4454.627763854516,1.547292067007819,3244.968470988203,node_36,123.7636175218696
2023-01-01 00:06:00,0.398282651,0.458760409,596.0448536,8.382432553,68.73799253,41.7740647,16.58000818,1.2416700413842132,2.441559302113382,888.3242520194336,3852.326549496216,2.804911658022066,3400.146773585528,node_36,446.9234498556447
2023-01-01 00:07:00,0.253345762,0.246650462,219.0771741,18.91463441,33.47874234,72.54670954,41.64018431,0.9234713164900176,1.6491616108628209,686.5782263656657,1830.361304122178,3.5958458865005416,3845.136193587812,node_36,39.502757764564464
2023-01-01 00:08:00,0.421293445,0.67542833,466.6490166,145.3217438,46.85181959,19.1013186,80.27560691,0.6180220366583336,1.0849993725461573,2978.4318230415133,7103.637372926358,1.7995158500444046,1272.618024628796,node_36,549.1768171668118
2023-01-01 00:09:00,0.655802195,0.759325779,354.2695354,105.3632854,73.67991107,86.10495027,25.61277579,0.8798372890919243,1.928306936083025,1702.632403821573,4465.656098332009,1.1510264918105344,2669.2702315802826,node_36,739.5859332895659
2023-01-01 00:09:00,0.669849078,0.600548556,562.7624529,0.901308114,27.05369494,6.43251477,54.85062968,0.9415337102085752,1.359881296376206,1949.5122331800997,428.0426899177226,3.697192231769897,5855.854675566397,node_36,515.9879065095785
2023-01-01 00:11:00,0.44457167,0.525817669,405.1337887,91.83586422,52.83539548,83.45512231,55.42712392,0.2921616702954221,3.486476401039303,1457.0160748694043,6342.026353170985,3.3588690705844235,95.3406218711225,node_36,887.3468100324376
2023-01-01 00:11:00,0.068319784,0.41890962,653.7664421,36.33091743,55.33722689,4.675025536,29.09193745,1.8293820158763423,3.149854473205448,2919.03015222588,3415.662929057308,0.1568139144277127,4296.566749560792,node_36,635.7705396012482
2023-01-01 00:13:00,0.108616618,0.138002564,513.7274241,90.16527904,41.04572995,69.07264166,73.73653031,1.5248936682203649,2.036825017880493,2570.666067156408,2219.670729597052,0.3791606081488545,2595.3213134025727,node_36,776.6688148462667
2023-01-01 00:13:00,0.558919762,0.792365015,330.080272,161.3857438,40.15803651,67.09051705,0.857668569,0.4156747475069315,3.1823449729825044,3071.6585558329243,6669.419977122355,0.0325305100558024,3420.7798737554986,node_36,803.4364378292506
2023-01-01 00:13:00,0.622268653,0.302757384,981.7035273,154.1051838,39.68971615,66.07506133,38.24219147,0.8088371414611373,3.9174021130154815,1313.996621043278,2999.7357768333723,2.261704382504664,34.20381313740563,node_36,682.1520877639712
2023-01-01 00:13:00,0.441080468,0.991342802,802.7102426,179.6061321,91.86730939,46.19351704,52.03122642,0.8245889062965573,0.7077429978107923,3975.539232429555,1660.96418609096,0.7362066949657158,5816.527962237481,node_36,231.4736147203611
2023-01-01 00:14:00,0.030064001,0.168408557,566.0341178,189.2403906,22.8551443,73.47831228,8.64089288,1.309477198699675,3.8905251216437646,3157.312012809915,4160.384870312364,3.6093401373212615,27.86306986833733,node_36,166.42449736166665
2023-01-01 00:15:00,0.449042556,0.500664914,96.38314938,30.35745319,70.09516845,81.41314956,87.93409497,0.4058915394842429,3.5424557818713853,1070.4313996478636,5436.69397810693,3.9085768090116058,5146.468291424476,node_36,674.9312952646819
2023-01-01 00:15:00,0.188780642,0.346583396,491.1357937,168.7912247,68.14001862,23.95403347,4.519586707,1.816619055728125,3.7210908073879496,3956.224997921708,318.2894982259746,3.3873516932884105,1959.715149574994,node_36,503.6226559512232
2023-01-01 00:16:00,0.389015809,0.982861899,302.6076312,88.5040174,27.26852432,73.69026093,63.72510873,1.93961099550042,2.533031527858848,2381.929115515696,6760.550353488612,1.1816382496813111,3930.162157674536,node_36,723.7520118007895
2023-01-01 00:19:00,0.509934896,0.072245744,187.6872061,43.16144963,74.03304449,3.07700898,62.99699382,0.9273114471218988,3.4270446440351874,1065.791145846366,5008.331490459135,2.217470591202587,4424.926624091337,node_36,368.1179965326453
2023-01-01 00:21:00,0.638478689,0.709038374,218.8155047,43.13306377,22.76131661,11.91908676,13.71836023,0.1950599361988984,0.6066424001098729,1911.3892544535208,7923.170573317955,2.167435358098944,4712.694051431194,node_36,288.72243895246874
2023-01-01 00:21:00,0.879761091,0.518453132,319.3617782,81.85064164,89.64229372,82.87973667,71.42265328,0.7627241776842206,1.8603548110477928,1470.7228122015376,2687.3561791842853,3.3199705976475844,1975.4557749620333,node_36,778.0666187020112
2023-01-01 00:21:00,0.433061631,0.602827595,751.913474,199.5084091,78.55688736,51.75245568,46.56481953,1.269257657647746,3.491143551598078,2367.7134706203715,4312.652950958203,2.784239977938055,3197.6856420929157,node_36,223.25857837057384
2023-01-01 00:22:00,0.463975155,0.748699706,87.95099116,84.20686508,26.06013901,58.0188711,81.24695015,0.7788846763279732,3.975081441514676,3965.9343245578098,2458.751200071076,3.91688680959399,6608.384891537585,node_36,416.0008873118869
2023-01-01 00:22:00,0.941513708,0.190618693,317.9683877,63.88761433,92.39148636,62.86074294,88.61709656,1.04129487777507,2.2960020916282957,1748.9689943643998,2525.842355108386,2.3309394713813725,2685.462419266868,node_36,752.4170505377289
2023-01-01 00:22:00,0.212247385,0.766902097,105.7721007,153.7075402,75.19109629,66.55972865,64.76003607,1.2453498417931,3.475865176893086,1805.6686633020563,7813.328071325317,1.471808289097024,7611.166005795164,node_36,182.14718676305907
