timestamp,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,node_name,network_bandwidth_usage,cpu_utilization_rate,memory_utilization_rate,cpu_request_utilization_rate,memory_request_utilization_rate,node_cpu_usage_delta,node_memory_usage_delta,network_bandwidth_usage_delta,node_temperature_delta,CPU_to_Memory_Ratio,CPU_to_Disk_Ratio,CPU_to_Network_Ratio,CPU_to_Temperature_Ratio,Memory_to_CPU_Ratio,Memory_to_Disk_Ratio,Memory_to_Network_Ratio,Memory_to_Temperature_Ratio,Disk_to_CPU_Ratio,Disk_to_Memory_Ratio,Disk_to_Network_Ratio,Disk_to_Temperature_Ratio,Network_to_CPU_Ratio,Network_to_Memory_Ratio,Network_to_Disk_Ratio,Network_to_Temperature_Ratio,Temperature_to_CPU_Ratio,Temperature_to_Memory_Ratio,Temperature_to_Disk_Ratio,Temperature_to_Network_Ratio,cpu_usage_peak,memory_usage_peak
2023-01-01 00:00:00,0.511985353,0.28041777,154.7733322,192.5128797,51.63492902,80.55911878,38.42609407,0.7245284012756427,2.91194363893153,1958.410671650676,4281.283997203737,2.1246885036568512,7476.139981067829,node_16,98.43441593917724,0.7296461632191674,1.7462378076181744,2.93251237621053,3.8174526361043832,0.0,0.0,0.0,0.0,0.00028419592278840927,0.013727741957728759,0.02158481124245799,0.04114827177066842,3518.682753435619,48.30379621451264,75.95046051964934,144.78839566697386,72.84484454317506,0.02070230525176315,1.5723496197929232,2.9974535680201138,46.32865122734367,0.013166475755775368,0.6359907626209886,1.9063529038167388,24.302238143967404,0.006906629501546413,0.3336164244180804,0.524561691982694,0,1
2023-01-01 00:02:00,0.771581931,0.140592383,755.5919052,127.9378915,36.98274914,5.583524523,89.26474846,1.0894045524393994,2.527724939414875,1025.0800132610923,4920.317135174283,1.590982261583231,7802.859597693718,node_16,456.6415494549121,0.6294127326810789,1.5858448517297314,1.4604145521704464,7.6119517469377245,-74.97559425700001,50.83865439000001,358.2071335157348,-14.652179879999998,0.0002038973327181874,0.002105610488383943,0.003484094315643037,0.04301956637579396,4904.398208655599,10.326817215385839,17.087493321912934,210.98641040155005,474.9186551341828,0.09683525568689932,1.6546717869962202,20.430923023879064,287.016826216677,0.05852233314625548,0.6043494381938195,12.347417014676315,23.245084236423416,0.004739640465084691,0.048945400812303454,0.08098857489919642,0,1
2023-01-01 00:02:00,0.011934337,0.893154354,80.44584333,68.62681085,61.31389773,12.93031448,26.17442827,1.831809670500297,1.1124107374607497,3226.738783006977,4631.715485269907,2.6738714285896865,5126.059033074683,node_16,872.2341359991775,2.4036727968782587,1.1067301196234787,1.4596884554383909,1.5886191532051261,7.3467899569999995,-63.09032019000001,415.59258654426543,24.331148589999998,0.0005216232209034136,0.033238151102967316,0.003065543169634416,0.0436095419062876,1917.085394388028,63.720612323507595,5.876930015394647,83.60352851179597,30.08579306092507,0.015693506971731535,0.09222964234889729,1.3120325601207607,326.20524106756267,0.1701568648877675,10.842499642848619,14.225714332874041,22.930671896823576,0.011961215665831087,0.7621759878471538,0.07029522750426445,1,1
2023-01-01 00:02:00,0.215915178,0.91278154,810.3520619,86.1695871,28.83886374,23.99844057,44.56241674,1.0364151527166676,3.3747301868037054,3358.233011946678,5006.349043196143,1.776371117299496,3551.7613525177485,node_16,840.4859885685677,0.5263742637102325,0.7094514029829292,1.713957107480766,1.0576280263705964,11.06812609,18.387988470000003,-31.748147430609833,-32.47503399,0.0005001380824865649,0.002192097952109273,0.002113504710756437,0.061596410917935385,1999.4365611796384,4.3829854648117035,4.225842379964397,123.1588093397488,456.18142075948185,0.22815498542547438,0.9641470093256892,28.099296429042862,473.14508152749215,0.23663920595520235,1.0371862030264376,29.144202930601953,16.234615116738937,0.008119594983024676,0.035588066890953556,0.03431212868401793,0,0
2023-01-01 00:02:00,0.062230962,0.334781795,647.9283884,114.0410547,55.49644188,29.15616191,20.87990911,1.1111541758929395,3.696443745584329,1477.965618815994,7398.02517906307,2.653794463695552,4781.156113489766,node_16,693.9871760887997,0.7179317869684079,0.646274647323555,2.3883224499992766,3.2349576015983206,5.157721340000002,-23.682507630000003,-146.49881247976793,26.65757814,0.0005550528774112793,0.004095814399012075,0.003823981936398439,0.04781917354705582,1801.6233595567069,7.379142703570941,6.889401143608419,86.15246473464757,244.150764407762,0.13551709495883962,0.9336316309406523,11.67513176880237,261.5065222711958,0.145150494600929,1.0710862153943825,12.505072893478099,20.912031251435344,0.01160732685706426,0.08565212146441396,0.07996753109055087,0,0
2023-01-01 00:02:00,0.953842805,0.807514313,783.4627143,91.69613927,30.57451929,39.70060671,35.30717787,0.6235643122754181,0.6210466433988215,3077.2443353090766,1843.7075477110648,2.553110825433984,4430.088060823893,node_16,771.9568419275236,4.110980797612067,2.402814950952379,4.094382528271305,1.439628309650926,10.5444448,14.427268759999997,77.96966583872381,-24.921922589999998,0.0005763115280367699,0.003258752134908665,0.003307323225461424,0.08350450145013448,1735.1658474960184,5.65449755734332,5.7387767849488815,144.89472654850783,306.8647227719141,0.17685036996438183,1.0149047998521512,25.62468605383393,302.35813136509313,0.17425315921178913,0.9853140653465593,25.248363911198698,11.975351493520833,0.006901560149867146,0.039024855097372246,0.03960651325738934,1,1
2023-01-01 00:02:00,0.136138755,0.836143159,903.4063137,25.68437634,50.03202799,64.09403482,96.39760533,1.6501042436649622,3.0829739424490072,3039.625762718835,2449.708426908413,1.861846793869536,309.7371496564692,node_16,749.4438200959582,0.6039125949895475,0.12643837374857075,1.128320711262631,0.10189976458793419,24.393428110000002,61.09042746000001,-22.51302183156531,19.4575087,0.006011054004416255,0.0020609184870924277,0.002484304652466278,0.037213091224500325,166.35927675873288,0.3428547504382155,0.41328934500242764,6.19077619261436,485.2179376387116,2.9166868925316285,1.2054356543095812,18.056556358559,402.5249538866915,2.4196122316326836,0.8295755746168885,14.979278282562683,26.872113985747202,0.16153059595913755,0.05538153395372342,0.06675887635714332,0,0
2023-01-01 00:04:00,0.54498044,0.267625489,406.0952797,40.58081326,62.20215954,83.08648218,25.77013608,1.998116760174333,1.870575810195939,2849.152980344786,5402.363952233533,2.356145542604154,808.2710213760502,node_16,591.118472216086,1.259583027729495,0.1496143222712497,1.1791831136027224,0.2836881792420421,18.99244736,-70.62746925,-158.3253478798722,12.170131549999994,0.002915043903766918,0.005801952404680045,0.003985910800438912,0.037878832201970074,343.04654627457404,1.990348181514626,1.3673587371957405,12.994257714054168,172.3550386877943,0.502424637202002,0.6869947259601165,6.528635298465829,250.88261854000905,0.7313369516778669,1.455615189855491,9.50318094348717,26.39985281754816,0.07695705663742919,0.1531713396280745,0.10522790508394511,1,0
2023-01-01 00:06:00,0.466267045,0.295413276,918.0795524,130.8877257,72.34843655,75.91911832,74.51191957,1.2361447099546414,1.5035108415816545,210.9701337738524,5127.144901585821,0.0059463438964133,3054.5046871358936,node_16,494.67566068637205,0.003954972409881594,0.595751582170252,0.004810394647590647,14.47837488888424,-7.167363860000009,48.74178349,-96.44281152971399,10.146277010000006,1.946745703808865e-06,6.476937446323988e-06,1.2020692038811275e-05,8.219034657922865e-05,512815.367993646,3.327058799948615,6.1747623102177425,42.21935415054041,154134.74580486113,0.30056576873522317,1.8559221866038953,12.689692677306006,83050.21826967518,0.16194954984034327,0.5388156767080343,6.83740542161471,12146.450542180024,0.02368581610558291,0.07880410316603732,0.1462542850543168,0,0
2023-01-01 00:07:00,0.434904431,0.446992589,953.4330294,187.7642009,53.41397027,95.75053711,8.002140589,1.5316986337422307,1.5153864657218306,793.7738480388207,479.78145446151314,2.0003211717654623,6402.392150011642,node_16,283.4299260508689,1.3200072832989442,13.344392723969339,1.3059495697781605,8.065763524245666,19.83141879,-66.50977898100001,-211.24573463550314,-18.934466280000002,0.0003124334032924695,0.0020980195662448136,0.00705755079945561,0.03744939361669222,3200.6660898859996,6.715093651506663,22.588976447648655,119.8636034545351,476.6375902438766,0.14891824892498717,3.363910822845762,17.849877964168424,141.69150091318025,0.044269379158172896,0.2972730274055037,5.306287316881672,26.7025635674405,0.00834281451917542,0.05602278090091536,0.1884556409751067,1,1
