timestamp,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,node_name,network_bandwidth_usage,pod_status_Running,pod_status_Pending,pod_status_Succeeded,pod_status_Failed,pod_status_Unknown
2023-01-01 00:01:00,0.043708125,0.235889255,0.26027548810020557,0.23549850468005268,0.17997919225829417,0.23465408336067553,0.9302460021629236,0.8111221556243695,0.9153651825062019,0.5248034569606431,0.09625094979264309,0.8476885704300458,0.9598248198748245,node_37,0.08128143172308618,0,0,0,0,1
2023-01-01 00:01:00,0.951256722,0.3008915,0.7981978566659705,0.1803406906376496,0.30060815842967104,0.10605477325305188,0.08638537631999488,0.027633768712622034,0.645901128638359,0.6816213217739377,0.20923976643736603,0.5402175518660254,0.18568553976578286,node_37,0.5097480758795825,0,1,0,0,0
2023-01-01 00:02:00,0.509230899,0.419850683,0.432947389359166,0.933653167210773,0.39866165562438494,0.6067766702405537,0.7803465236318569,0.7031968674972614,0.7491368071524517,0.5824405095267464,0.25346778768137446,0.7164829501925863,0.7972904969680333,node_37,0.5020272962542642,0,0,0,0,1
2023-01-01 00:03:00,0.195460921,0.856456396,0.6165658042739648,0.9107539832550949,0.9667781938955307,0.7829202089464682,0.7233741609214899,0.4537745846896059,0.6435646968475044,0.6250301192063985,0.3709053688790325,0.3537176229640142,0.15618934868208725,node_37,0.5817175184733793,1,0,0,0,0
2023-01-01 00:03:00,0.26998472,0.913501623,0.8346707014286743,0.3138296016275507,0.5828653328826311,0.2578506758735974,0.28945888597398156,0.5721950017006872,0.3149687144802491,0.4680628277007137,0.13299903259071172,0.17971893880617718,0.7604372765328563,node_37,0.6380059550415943,1,0,0,0,0
2023-01-01 00:03:00,0.406338709,0.76035046,0.227957126168684,0.08460006278999065,0.5504546046325488,0.9770984232196067,0.030971278694142346,0.9533526644053729,0.9004800005492295,0.0761098922115849,0.9105665058591995,0.06633163781521462,0.983771644979038,node_37,0.9715970097802877,1,0,0,0,0
2023-01-01 00:03:00,0.742876095,0.870313637,0.8762482017283073,0.36490835091249396,0.6843442179835689,0.26697209471359673,0.2104866970179798,0.013257703154263764,0.7109308650252553,0.3602813116935518,0.796898764378254,0.8951260874366567,0.45894168694531146,node_37,0.30706630655531464,0,0,1,0,0
2023-01-01 00:05:00,0.683677108,0.325571099,0.011989451587998528,0.12318792573177582,0.21639561693640513,0.8935774965169933,0.8021134857626022,0.993859168376882,0.6671146707924769,0.7491210212731088,0.5525006779659002,0.7144887227058941,0.6086598581678313,node_37,0.904190117899071,0,1,0,0,0
2023-01-01 00:05:00,0.322044855,0.772720305,0.023767454901508472,0.7518240325085296,0.5396815168508653,0.2743109062996341,0.6882252538797883,0.9699714979321543,0.34544928828799654,0.7080277892897411,0.013157885756914726,0.7094940940433454,0.7406425959137787,node_37,0.2193424173379527,0,1,0,0,0
2023-01-01 00:06:00,0.186362725,0.260347661,0.6825218181720019,0.0949899817416268,0.19801562484786567,0.9282316475833017,0.7778355659336476,0.6913765622366786,0.9055518869525603,0.3222926037395022,0.025478883065015,0.9406923791177614,0.12560363807691982,node_37,0.3270403661644829,0,0,0,0,1
2023-01-01 00:06:00,0.181764531,0.14155463,0.9977243541017686,0.8881203296238256,0.0029358687517418436,0.4300676214558182,0.5174961417427643,0.883057190575838,0.69038557760804,0.21178857958620342,0.13359532168588104,0.10571872232528998,0.7674342229984038,node_37,0.09270379986702139,0,0,0,1,0
2023-01-01 00:07:00,0.937581993,0.372308808,0.9335546086049096,0.8895266429344603,0.3062664438965774,0.5873923184699219,0.11788739315159981,0.3607385350562596,0.48591286178450477,0.5931607713051155,0.8580176696786044,0.9526025605139896,0.6090659332714247,node_37,0.07968222664066209,1,0,0,0,0
2023-01-01 00:08:00,0.66330634,0.873330789,0.5891884841969187,0.18955957008819918,0.9961708821022786,0.7362190730193207,0.7022524594018406,0.3511316722660009,0.451081178631382,0.5168373844750078,0.04648121055838046,0.23892067256865457,0.44190657514697496,node_37,0.04109209010811918,0,0,1,0,0
2023-01-01 00:09:00,0.068166319,0.183924417,0.08937467268578712,0.3564336668265078,0.6732130398280437,0.8320161536665059,0.970772958781587,0.9376742553133143,0.2864827862858369,0.28943836102213827,0.296005631751174,0.783724136334395,0.02518876042231503,node_37,0.6374265066610117,0,0,0,1,0
2023-01-01 00:09:00,0.853961409,0.70651351,0.25787650660818495,0.9358893642860732,0.6778424788643137,0.36949551033625283,0.8188904329675845,0.0907906898601644,0.3508879699254197,0.9765658857004155,0.19331810330178473,0.8637571621988737,0.12233085220144507,node_37,0.4092415966736045,0,0,0,1,0
2023-01-01 00:10:00,0.523877993,0.077025822,0.587967993859399,0.6662545894477439,0.45759150783599645,0.4642935649017209,0.9660678237776191,0.5927284584247224,0.6022774509435702,0.2189528070388105,0.5563871729138679,0.857396054640782,0.6152097685499287,node_37,0.38375265389703106,0,0,0,1,0
2023-01-01 00:10:00,0.87666348,0.875057421,0.3297403903149515,0.05992568359454643,0.8786317191339492,0.021431374957852443,0.19430308562594825,0.7710858750061892,0.06506589605791255,0.38928650703888124,0.05218801838604875,0.002018872911436929,0.5223674620832734,node_37,0.7544264276392275,1,0,0,0,0
